Class,Object,Field,Default,Minimum,Maximum,Distribution,Type,Group,Constraint
Fan:VariableVolume,VAV WITH REHEAT_Fan,Pressure Rise,1017.592,712.3144,1322.87,uniform,float,,
Fan:ConstantVolume,FLR_3_DOAS_Fan,Fan Efficiency,0.56875,0.398125,0.739375,uniform,float,,
Fan:ConstantVolume,FLR_3_DOAS_Fan,Pressure Rise,622,435.4,808.6,uniform,float,,
Fan:ConstantVolume,FLR_6_DOAS_Fan,Fan Efficiency,0.53625,0.375375,0.697215,uniform,float,,
Fan:ConstantVolume,FLR_6_DOAS_Fan,Pressure Rise,622,435.4,808.6,uniform,float,,
Schedule:Compact,CLGSETP_SCH,Field 4,30,21,39,uniform,float,CA1,HA1 - CA1 < -1
Schedule:Compact,CLGSETP_SCH,Field 6,24,16.8,31.2,uniform,float,CA2,HA2 - CA2 < -1
Schedule:Compact,HTGSETP_SCH,Field 4,16,11.2,20.8,uniform,float,HA1,
Schedule:Compact,HTGSETP_SCH,Field 6,21,14.7,27.3,uniform,float,HA2,
Schedule:Compact,Corr_CLGSETP_SCH,Field 4,30,21,39,uniform,float,CB1,HB1 - CB1 < -1
Schedule:Compact,Corr_HTGSETP_SCH,Field 4,16,11.2,20.8,uniform,float,HB1,
Schedule:Compact,Guest_CLGSETP_SCH,Field 4,24,16.8,31.2,uniform,float,CC1,HC1 - CC1 < -1
Schedule:Compact,Guest_HTGSETP_SCH,Field 4,21,14.7,27.3,uniform,float,HC1,
Schedule:Compact,Kitchen_CLGSETP_SCH,Field 4,30,21,39,uniform,float,CD1,HD1 - CD1 < -1
Schedule:Compact,Kitchen_CLGSETP_SCH,Field 6,26,18.2,33.8,uniform,float,CD2,HD2 - CD2 < -1
Schedule:Compact,Kitchen_HTGSETP_SCH,Field 4,16,11.2,20.8,uniform,float,HD1,
Schedule:Compact,Kitchen_HTGSETP_SCH,Field 6,19,13.3,24.7,uniform,float,HD2,
Schedule:Compact,MinOA_Sched,Field 4,0,0,0.3,exponential,float,,
Schedule:Compact,MinOA_Sched,Field 6,1,0.7,1.3,uniform,float,,
Schedule:Compact,Seasonal-Reset-Supply-Air-Temp-Sch,Field 4,13,9.1,16.9,uniform,float,,
Boiler:HotWater,HeatSys1 Boiler,Nominal Thermal Efficiency,0.78,0.546,0.99,uniform,float,,
Boiler:HotWater,HeatSys1 Boiler,Design Water Outlet Temperature,82.2,57.54,106.86,uniform,float,,
Chiller:Electric:EIR,CoolSys1 Chiller 1,Reference COP,5.5,3.85,7.15,uniform,float,,
Chiller:Electric:EIR,CoolSys1 Chiller 1,Minimum Part Load Ratio,0.15,0.105,0.195,uniform,float,,
Chiller:Electric:EIR,CoolSys1 Chiller 2,Reference COP,5.5,3.85,7.15,uniform,float,,
Chiller:Electric:EIR,CoolSys1 Chiller 2,Minimum Part Load Ratio,0.15,0.105,0.195,uniform,float,,
Chiller:Electric:EIR,CoolSys1 Chiller 2,Maximum Part Load Ratio,1,0.7,1,uniform,float,,
Pump:VariableSpeed,CoolSys1 Pump,Rated Pump Head,179352,125546.4,233157.6,uniform,float,,
Pump:VariableSpeed,HeatSys1 Pump,Rated Pump Head,179352,125546.4,233157.6,uniform,float,,
Schedule:Compact,CW-Loop-Temp-Schedule,Field 4,6.7,4.69,8.71,uniform,float,,
Schedule:Compact,HW-Loop-Temp-Schedule,Field 4,60,42,78,uniform,float,,
WaterHeater:Mixed,SWHSys1 Water Heater,Tank Volume,2,1.4,2.6,uniform,float,,
WaterHeater:Mixed,SWHSys1 Water Heater,Heater Maximum Capacity,845000,591500,1098500,uniform,float,,
WaterHeater:Mixed,SWHSys1 Water Heater,Heater Thermal Efficiency,0.8,0.56,0.999,uniform,float,,
Pump:VariableSpeed,SWHSys1 Pump,Rated Pump Head,179352,125546.4,233157.6,uniform,float,,
Schedule:Compact,Guest Room Water Equipment Hot Supply Temp Sched,Field 4,43.3,30.1,55.9,uniform,float,,
Schedule:Compact,Guest Room Water Equipment Temp Sched,Field 4,43.3,30.1,55.9,uniform,float,,
Schedule:Compact,Kitchen Water Equipment Hot Supply Temp Sched,Field 4,49,34.3,63.7,uniform,float,,
Schedule:Compact,Kitchen Water Equipment Temp Sched,Field 4,49,34.3,63.7,uniform,float,,
Schedule:Compact,SWHSys1 Water Heater Setpoint Temperature Schedule Name,Field 4,60,42,78,uniform,float,,
Schedule:Compact,SWHSys1-Loop-Temp-Schedule,Field 4,60,42,78,uniform,float,,
